episode,step,hand_pos_array,cube_pos_array,pillar1_pos_array,pillar2_pos_array,pillar3_pos_array,pillar4_pos_array,destination_pos_array,finger_distance_array,pos_action_array
0,10,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.3258632719516754, -0.000528344651684165, 0.47536683082580566]","[0.4287935793399811, 0.0016876512672752142, 0.4753230810165405]","[0.5599067211151123, -0.0021803562995046377, 0.47537702322006226]","[0.6731781959533691, -0.0002859873347915709, 0.4753807485103607]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,11,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.32663461565971375, -0.0007117045461200178, 0.47523796558380127]","[0.4287254810333252, 0.0008330674609169364, 0.47520390152931213]","[0.5601344108581543, -0.0014414906036108732, 0.47525104880332947]","[0.6724765300750732, 3.173292498104274e-05, 0.47525566816329956]","[[0.5000000596046448, 0.20000001788139343, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,12,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.32766106724739075, -0.0008199826697818935, 0.47515439987182617]","[0.4290235638618469, 0.00010056947940029204, 0.47518619894981384]","[0.5604158639907837, -0.00037443573819473386, 0.4750770628452301]","[0.6714560985565186, 0.0004415203002281487, 0.4750828742980957]","[[0.5, 0.20000001788139343, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,13,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.32865622639656067, -0.0005487460875883698, 0.47512391209602356]","[0.42966538667678833, -0.0005474037025123835, 0.47509559988975525]","[0.5603690147399902, 0.0006554552237503231, 0.4751320779323578]","[0.6704204082489014, 0.0005138599663041532, 0.47512760758399963]","[[0.5000000596046448, 0.20000001788139343, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,14,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.3292641043663025, -0.0002929497859440744, 0.47523218393325806]","[0.43034347891807556, -0.0008965331944637001, 0.4751777946949005]","[0.5602862238883972, 0.0012765410356223583, 0.47523653507232666]","[0.6698022484779358, 0.0005108402110636234, 0.4752310514450073]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,15,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.3295223116874695, -5.138762935530394e-05, 0.4752759635448456]","[0.4309353828430176, -0.0008891713805496693, 0.47519350051879883]","[0.5601531267166138, 0.0015589238610118628, 0.4752797782421112]","[0.6695157289505005, 0.00041916841291822493, 0.47527334094047546]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,16,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.3294442296028137, 0.00018929532961919904, 0.47526246309280396]","[0.4314194619655609, -0.0006125665386207402, 0.47521069645881653]","[0.5599662065505981, 0.0015103952027857304, 0.4752665162086487]","[0.6695528030395508, 0.00023645939654670656, 0.47525879740715027]","[[0.5000000596046448, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,17,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.32902833819389343, 0.00043549766996875405, 0.4751903712749481]","[0.4315386116504669, -0.000463216973003, 0.47523611783981323]","[0.5597207546234131, 0.0011309187393635511, 0.4751952886581421]","[0.6699132323265076, -4.1862353100441396e-05, 0.47518599033355713]","[[0.5000000596046448, 0.20000001788139343, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,18,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.3283076584339142, 0.000643898150883615, 0.4751162528991699]","[0.4313255250453949, -0.00040415985858999193, 0.47520318627357483]","[0.5594655275344849, 0.00044600263936445117, 0.4751198887825012]","[0.6705800294876099, -0.00036867777816951275, 0.4751051068305969]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,19,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.3276464343070984, 0.00043047021608799696, 0.4750767648220062]","[0.43078190088272095, -0.00042392429895699024, 0.47510936856269836]","[0.5596340894699097, -0.0002408594882581383, 0.4750710427761078]","[0.671293318271637, -0.0002717375464271754, 0.4750542938709259]","[[0.5000000596046448, 0.20000001788139343, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,20,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.3272797763347626, 0.00012919084110762924, 0.47512784600257874]","[0.4301133453845978, -0.0001808490342227742, 0.47504326701164246]","[0.5599349737167358, -0.0006476632552221417, 0.4751184284687042]","[0.6716723442077637, -4.812645784113556e-05, 0.4751233458518982]","[[0.5, 0.20000001788139343, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,21,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.32727470993995667, -0.00016708471230231225, 0.4751283526420593]","[0.42968782782554626, 0.00021742134413216263, 0.47506463527679443]","[0.5602859854698181, -0.0006941055762581527, 0.47511640191078186]","[0.6717086434364319, 0.0002698956523090601, 0.4751136898994446]","[[0.5, 0.20000001788139343, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,22,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.3276192545890808, -0.000459061237052083, 0.4750863015651703]","[0.42952364683151245, 0.00046696423669345677, 0.4750955104827881]","[0.5606021285057068, -0.00045234354911372066, 0.47511181235313416]","[0.6714649796485901, 0.0005681696347892284, 0.47510480880737305]","[[0.5, 0.20000001788139343, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,23,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.32793381810188293, -0.0003565817605704069, 0.4750695824623108]","[0.429446280002594, 0.0003965567157138139, 0.47509920597076416]","[0.5605305433273315, -0.00018337687652092427, 0.47509220242500305]","[0.6711533069610596, 0.0004755326372105628, 0.47507408261299133]","[[0.5, 0.20000001788139343, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,24,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.3281799256801605, 6.504773045890033e-05, 0.47503942251205444]","[0.4296671152114868, 0.0003248095454182476, 0.4750640094280243]","[0.560104250907898, 0.00012752454495057464, 0.4750266671180725]","[0.6708205938339233, 6.828176265116781e-05, 0.47503527998924255]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,25,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.32812100648880005, 0.0003344546421431005, 0.47505950927734375]","[0.43004435300827026, 2.8077978640794754e-05, 0.4750063419342041]","[0.5597613453865051, 0.00013189733726903796, 0.4750581681728363]","[0.6707654595375061, -0.00017109008331317455, 0.4750610888004303]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,26,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.32809191942214966, 0.00019895899458788335, 0.47503432631492615]","[0.43040144443511963, -0.00010600060340948403, 0.47505393624305725]","[0.5598252415657043, 9.371889609610662e-05, 0.4750451445579529]","[0.6707902550697327, -1.9583458197303116e-05, 0.47503307461738586]","[[0.5000000596046448, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,27,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.32796651124954224, -5.1640534366015345e-05, 0.47500407695770264]","[0.4304178059101105, -0.0002023169945459813, 0.47505345940589905]","[0.5601269006729126, -1.7450794985052198e-05, 0.47500306367874146]","[0.6710712313652039, 0.00011755310697481036, 0.47499439120292664]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,28,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.32795482873916626, 7.012444257270545e-06, 0.4750019907951355]","[0.4302855432033539, -5.708697426598519e-05, 0.47503384947776794]","[0.5601180195808411, -7.692498184042051e-05, 0.4750139117240906]","[0.6711282134056091, 0.000198364767129533, 0.4750221371650696]","[[0.5000000596046448, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,29,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.3279654383659363, 7.467252726200968e-05, 0.4750095307826996]","[0.42997679114341736, 4.9202826630789787e-05, 0.4750174880027771]","[0.5600017309188843, 3.079455564147793e-05, 0.4750104248523712]","[0.6709930300712585, 9.143808711087331e-05, 0.47500330209732056]","[[0.5000000596046448, 0.20000001788139343, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,30,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.328008234500885, -6.468058927566744e-06, 0.47500526905059814]","[0.4299756586551666, 0.00012080346641596407, 0.4750158190727234]","[0.5600647330284119, -1.2188336768303998e-05, 0.4749985635280609]","[0.6709799766540527, 2.8506896342150867e-05, 0.4750135838985443]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,31,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.32795462012290955, 4.786268618772738e-05, 0.47500550746917725]","[0.43012988567352295, -1.0256844689138234e-05, 0.4750105142593384]","[0.5600320100784302, 3.446908522164449e-06, 0.47500357031822205]","[0.6710236072540283, 0.00015042963786982, 0.47500866651535034]","[[0.5000000596046448, 0.20000001788139343, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,32,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.3279997706413269, 2.340448190807365e-05, 0.4750039577484131]","[0.4301151633262634, 6.516530265798792e-05, 0.47500792145729065]","[0.5600559711456299, -2.766450052149594e-06, 0.47500038146972656]","[0.6710143089294434, 4.067865666002035e-05, 0.4750101566314697]","[[0.5, 0.20000001788139343, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,33,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.32797566056251526, 1.923683339555282e-05, 0.4750004708766937]","[0.43006595969200134, -1.1456248103058897e-05, 0.47500914335250854]","[0.5600290298461914, -2.3142310965340585e-05, 0.4750032424926758]","[0.6710101962089539, 0.0001065942706190981, 0.47499972581863403]","[[0.5000000596046448, 0.20000001788139343, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,34,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.32796454429626465, 4.444508522283286e-05, 0.4750042259693146]","[0.430094450712204, 7.153685146477073e-05, 0.4750044643878937]","[0.560055136680603, 1.2885770047432743e-05, 0.47500428557395935]","[0.671012282371521, 7.321855810005218e-05, 0.4750039577484131]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,35,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.32800084352493286, 1.6324378520948812e-05, 0.4750039875507355]","[0.4301035702228546, 8.16284773463849e-06, 0.47500643134117126]","[0.5600410103797913, -2.547046278777998e-05, 0.4750019311904907]","[0.6709932684898376, 0.00011078058741986752, 0.47500428557395935]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,36,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.3279646337032318, 2.5047695089597255e-05, 0.47500160336494446]","[0.43007779121398926, 5.6938835768960416e-05, 0.4750010073184967]","[0.560028076171875, -1.1204609108972363e-05, 0.4750039875507355]","[0.6710296869277954, 7.731569348834455e-05, 0.47500285506248474]","[[0.5000000596046448, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,37,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.3279823958873749, 3.886781269102357e-05, 0.47500351071357727]","[0.4301048815250397, 4.070139038958587e-05, 0.47500401735305786]","[0.5600621104240417, 1.0265759556205012e-05, 0.4750044047832489]","[0.6709961295127869, 9.061254968401045e-05, 0.4750027358531952]","[[0.5000000596046448, 0.20000001788139343, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,38,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.3279949426651001, 1.4966910384828225e-05, 0.47500303387641907]","[0.4300757646560669, 1.696138861007057e-05, 0.4750039279460907]","[0.560030996799469, -2.8014886993332766e-05, 0.4750029742717743]","[0.6710096001625061, 0.0001006618986139074, 0.47500061988830566]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,39,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.32796016335487366, 3.717305662576109e-05, 0.47500312328338623]","[0.430096298456192, 6.305978604359552e-05, 0.4750038981437683]","[0.5600385665893555, 5.932561180088669e-07, 0.47500303387641907]","[0.6710228323936462, 7.360042218351737e-05, 0.4750039577484131]","[[0.5000000596046448, 0.20000001788139343, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,40,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.3279889225959778, 3.3287942642346025e-05, 0.4750030040740967]","[0.4300922751426697, 2.132304507540539e-05, 0.475003182888031]","[0.5600556135177612, -1.2337113730609417e-07, 0.47500061988830566]","[0.6709913015365601, 0.0001068644633051008, 0.475004106760025]","[[0.5, 0.20000001788139343, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,41,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.32799097895622253, 1.625272852834314e-05, 0.47500064969062805]","[0.43007931113243103, 3.847697007586248e-05, 0.4750004708766937]","[0.5600268840789795, -2.9474420443875715e-05, 0.47500380873680115]","[0.6710245609283447, 8.994594099931419e-05, 0.47500157356262207]","[[0.5000000596046448, 0.20000001788139343, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,42,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.32795748114585876, 4.038823317387141e-05, 0.47500383853912354]","[0.43010205030441284, 5.553242226596922e-05, 0.4750041663646698]","[0.5600453019142151, 7.873535651015118e-06, 0.4750029742717743]","[0.6710131168365479, 7.507614645874128e-05, 0.47500407695770264]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
0,43,"[0.3975324034690857, -0.13107743859291077, 0.7236269116401672]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.3279966413974762, 2.8510234187706374e-05, 0.4750029742717743]","[0.43008050322532654, 1.5952242392813787e-05, 0.4750039875507355]","[0.5600512027740479, -1.1133447515021544e-05, 0.4750005304813385]","[0.6709916591644287, 0.00011345075472490862, 0.4750046730041504]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",6.143906e-08,"[[3.1414999961853027, -1.3000000715255737, -1.399999976158142, -1.5707502365112305, 1.5707497596740723, -0.023700056597590446, 0.0, 0.0]]"
